timestamp;session_duration;calm_probability;calm_percentage;focus_probability;focus_percentage;attention_probability;attention_percentage;delta_avg;delta_max;delta_min;delta_std;delta_raw;theta_avg;theta_max;theta_min;theta_std;theta_raw;alpha_avg;alpha_max;alpha_min;alpha_std;alpha_raw;beta_avg;beta_max;beta_min;beta_std;beta_raw;gamma_avg;gamma_max;gamma_min;gamma_std;gamma_raw
2025-06-13T15:43:14.780176;0.175868;;;0.1370569417060898;13.70569417060898;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T15:43:14.831270;0.226962;;;;;;;0.133721;0.169478;0.102139;0.027649;[0.10213919306053808, 0.16947776662645184, 0.12954638868838642];0.215017;0.233918;0.202448;0.013605;[0.20244822027373577, 0.23391845376688608, 0.20868574007046345];0.421907;0.460203;0.390687;0.028818;[0.39068707622368365, 0.4602034166606836, 0.4148301528759578];0.327638;0.366848;0.283237;0.034331;[0.28323697713538504, 0.3668482869644781, 0.3328300945734573];0.110027;0.121631;0.104051;0.008207;[0.10405074742898783, 0.10439872547075069, 0.12163129778288277]
2025-06-13T15:43:14.887085;0.282777;;;;;;;0.115022;0.138907;0.101424;0.016943;[0.10473499242734631, 0.13890659262357705, 0.10142390048390877];0.217084;0.231978;0.187844;0.020677;[0.18784369067498607, 0.2314305817320987, 0.2319775819909514];0.425133;0.441423;0.412285;0.012142;[0.412284545803462, 0.4414229288064724, 0.4216915728510409];0.322292;0.349788;0.29924;0.020874;[0.2992401301042139, 0.34978815582844763, 0.31784673335052444];0.107669;0.122787;0.085861;0.0158;[0.08586093678102324, 0.12278660376881602, 0.11436078827765017]
2025-06-13T15:43:14.938195;0.333887;;;;;;;0.109062;0.131788;0.08119;0.020975;[0.08118959811617622, 0.1317884603035937, 0.11420906797401156];0.233943;0.243635;0.21853;0.011018;[0.2185304721213051, 0.24363455165337522, 0.23966499747721356];0.426652;0.45587;0.404487;0.021562;[0.4195979505401492, 0.45587043171559594, 0.4044865515275741];0.328361;0.361512;0.30568;0.023965;[0.3056799819085862, 0.3615118732070746, 0.31789158987814203];0.115485;0.122191;0.105315;0.007312;[0.10531499601739407, 0.11894796282348592, 0.12219085383006066]
2025-06-13T15:43:14.989725;0.385417;;;;;;;0.132189;0.169576;0.104515;0.027435;[0.1045147819977581, 0.16957611227614638, 0.12247592076495695];0.228314;0.244601;0.20787;0.015281;[0.20786950561783094, 0.24460074691316147, 0.23247210226564335];0.42228;0.462787;0.390551;0.030136;[0.39055149289580277, 0.46278666987398964, 0.41350054675292236];0.329186;0.36146;0.302439;0.02441;[0.3024390743360368, 0.36146046894843636, 0.3236580932426709];0.107112;0.120552;0.096619;0.00999;[0.09661944702663161, 0.12055229388456165, 0.10416360419213025]
2025-06-13T15:43:15.041540;0.437232;;;;;;;0.129949;0.163564;0.112388;0.023777;[0.11238849743910781, 0.16356401817779914, 0.1138952057785118];0.212965;0.231246;0.185324;0.019882;[0.1853237612831286, 0.23124623947106965, 0.22232525633836292];0.425502;0.435236;0.419339;0.006964;[0.4193385926373465, 0.43523600592439904, 0.4219320771195479];0.33024;0.369012;0.294649;0.030442;[0.29464936557963345, 0.3690116554786392, 0.32705798853408685];0.109201;0.112847;0.106392;0.002701;[0.10639194772971489, 0.11284720061229177, 0.10836306134238866]
2025-06-13T15:43:15.093003;0.488695;;;;;;;0.119518;0.147223;0.090309;0.023259;[0.09030900933591685, 0.1472225514988782, 0.12102256004990937];0.226108;0.252589;0.18925;0.026879;[0.18924980606448266, 0.2525887560285308, 0.23648640632180007];0.422891;0.438428;0.398853;0.017239;[0.398852891521926, 0.4384281234331234, 0.43139240452926825];0.334773;0.355986;0.318005;0.015821;[0.3180053173877407, 0.3559860645981593, 0.33032902006386244];0.121491;0.129993;0.108455;0.009359;[0.10845505148907157, 0.12602362568695386, 0.129993354282196]
2025-06-13T15:43:15.093770;0.489462;;;;;;;0.112547;0.151062;0.085126;0.028038;[0.08512612262377765, 0.15106221597615208, 0.10145212564749728];0.229161;0.263091;0.206879;0.024382;[0.20687942599877662, 0.26309070129928186, 0.21751272516916398];0.409822;0.430195;0.395634;0.014772;[0.3956339210377921, 0.43019523140168514, 0.4036380875628452];0.322525;0.366611;0.280551;0.035165;[0.28055148594694473, 0.3666107873606933, 0.3204128938159615];0.114868;0.117473;0.109714;0.003645;[0.11747288607342138, 0.10971357201338144, 0.11741742141598885]
2025-06-13T15:43:15.196320;0.592012;;;;;;;0.116652;0.151128;0.088012;0.026095;[0.08801154934619314, 0.1511275427931149, 0.11081680564979056];0.230961;0.250464;0.218052;0.01403;[0.21805245326827247, 0.2504641143734746, 0.22436580895862077];0.425715;0.453695;0.389874;0.026641;[0.3898743924539487, 0.4536953891004363, 0.43357662097203337];0.319139;0.332268;0.304506;0.011384;[0.30450597071007857, 0.33226829297387145, 0.32064335473746614];0.110739;0.122021;0.097524;0.010094;[0.09752390849450687, 0.12202138840014255, 0.11267110918820444]
2025-06-13T15:43:15.249407;0.645099;;;;;;;0.126902;0.16923;0.101996;0.030086;[0.10199564451571086, 0.16922979135726063, 0.109481294996045];0.221638;0.247625;0.19847;0.020166;[0.19847020158739195, 0.24762484636770013, 0.21882041052975013];0.421451;0.457954;0.387522;0.028811;[0.38752186508753206, 0.45795389407451503, 0.41887753974709];0.322927;0.35353;0.300242;0.022464;[0.30024167098150556, 0.35352991797123723, 0.31500995742520216];0.104234;0.121145;0.090045;0.012842;[0.10151262713164723, 0.12114544624876122, 0.09004506732683831]
2025-06-13T15:43:15.351233;0.746925;;;;;;;0.128245;0.162793;0.082737;0.033589;[0.08273743631278688, 0.16279339447002505, 0.13920565420536476];0.223015;0.243502;0.201303;0.01725;[0.20130294287130338, 0.24350219864032563, 0.22424036277774537];0.429501;0.460719;0.400162;0.024758;[0.40016189246286366, 0.46071880408941585, 0.42762247310269463];0.31236;0.338851;0.284961;0.02201;[0.28496067597405395, 0.33885142512130845, 0.3132687812975943];0.10687;0.137723;0.090873;0.021821;[0.09201331574090303, 0.13772313715111068, 0.09087329501389474]
2025-06-13T15:43:15.351663;0.747355;;;;;;;0.121908;0.151568;0.104453;0.021082;[0.1044529897485726, 0.1515677079913607, 0.10970422045171555];0.234677;0.268738;0.200464;0.027873;[0.20046374545838833, 0.2687383402110302, 0.23482749423464488];0.415723;0.452261;0.387149;0.027172;[0.38714899156047095, 0.45226056078246957, 0.4077588870611668];0.322522;0.336394;0.30442;0.013392;[0.30442021559006427, 0.3363943119628926, 0.32675179341005733];0.108898;0.137494;0.092582;0.020288;[0.0966187242195289, 0.13749439988700665, 0.09258164822782608]
2025-06-13T15:43:15.402704;0.798396;;;;;;;0.124002;0.160991;0.097725;0.026916;[0.09772510652807255, 0.1609911196218229, 0.11329075474327187];0.229304;0.263266;0.196254;0.027365;[0.19625417870879414, 0.2632660341716168, 0.22839177588927456];0.421192;0.441797;0.400525;0.016849;[0.40052498033859346, 0.44179696513328676, 0.4212554189656967];0.312414;0.330316;0.28159;0.021891;[0.28159028560694777, 0.33031625682070753, 0.325336776869557];0.112837;0.1335;0.095221;0.015775;[0.09522093950392874, 0.13350040585446293, 0.10978951009954876]
