timestamp;session_duration;calm_probability;calm_percentage;focus_probability;focus_percentage;attention_probability;attention_percentage;delta_avg;delta_max;delta_min;delta_std;delta_raw;theta_avg;theta_max;theta_min;theta_std;theta_raw;alpha_avg;alpha_max;alpha_min;alpha_std;alpha_raw;beta_avg;beta_max;beta_min;beta_std;beta_raw;gamma_avg;gamma_max;gamma_min;gamma_std;gamma_raw
2025-06-13T14:18:53.574982;0.007102;;;;;;;0.128187;0.162157;0.107167;0.024246;[0.10716698157364445, 0.16215744275230373, 0.11523607400865761];0.219259;0.254238;0.184876;0.02832;[0.18487596962822164, 0.25423769545692193, 0.21866345136416188];0.425844;0.460114;0.402832;0.024703;[0.4028315738016724, 0.4601139390782825, 0.414587471737869];0.317499;0.335722;0.287467;0.021397;[0.2874672922807648, 0.33572155938446085, 0.3293091542431303];0.101819;0.126936;0.086;0.017959;[0.08600047623711414, 0.12693586900005877, 0.09252036906462938]
2025-06-13T14:18:53.627512;0.059632;;;;;;;0.11979;0.133467;0.108507;0.01033;[0.11739693025473777, 0.13346745875840738, 0.10850670673854387];0.207887;0.234344;0.187505;0.019598;[0.18750522075690101, 0.23434390224691734, 0.2018120659305684];0.427266;0.453514;0.413762;0.018562;[0.4137624129774242, 0.4535135707972091, 0.4145221616608861];0.324825;0.353663;0.28756;0.027636;[0.2875604939567486, 0.35366268825358593, 0.3332519535161346];0.108259;0.128724;0.080189;0.020531;[0.08018878013628258, 0.12872425517514624, 0.1158644673558909]
2025-06-13T14:18:53.732050;0.16417;;;;;;;0.124018;0.134261;0.113212;0.008602;[0.11321196400489505, 0.1342605596972848, 0.12458002596231059];0.228201;0.255346;0.213644;0.019211;[0.21364369041134343, 0.2553460934373942, 0.21561252337075199];0.420785;0.435259;0.404187;0.012774;[0.4041870291421766, 0.4352589330240949, 0.4229092758489454];0.325579;0.356081;0.281611;0.031858;[0.28161148695862825, 0.35608119619931305, 0.3390437737723585];0.112379;0.134318;0.090123;0.018044;[0.11269574432529002, 0.1343179809273776, 0.09012290386515752]
2025-06-13T14:18:53.732938;0.165058;;;;;;;0.128242;0.150297;0.100156;0.02091;[0.10015558712029873, 0.15029745551650245, 0.13427193739360746];0.217435;0.25308;0.185708;0.027644;[0.1857083965571858, 0.25308037862162824, 0.21351569655828925];0.432084;0.46004;0.416119;0.019835;[0.4161191999641103, 0.46004039503098865, 0.42009237465465316];0.316912;0.33591;0.304075;0.013708;[0.3040745640438105, 0.33591019809257083, 0.3107511394522617];0.109924;0.128431;0.089028;0.016175;[0.08902765070530295, 0.11231293532482237, 0.128431323054819]
2025-06-13T14:18:53.783764;0.215884;;;;;;;0.118779;0.137178;0.107115;0.013165;[0.11204455064646239, 0.13717819270603646, 0.10711458645144063];0.220247;0.260546;0.19384;0.02895;[0.19383990491559655, 0.2605458642964782, 0.2063565567933622];0.426869;0.448586;0.401409;0.019441;[0.40140886365572775, 0.44858552669210566, 0.4306126774251811];0.32581;0.365713;0.290051;0.031028;[0.290051216192564, 0.36571326235481555, 0.32166494343773794];0.110662;0.126696;0.090007;0.015331;[0.11528506928295104, 0.1266955504740154, 0.0900066936549916]
2025-06-13T14:18:53.835988;0.268108;;;;;;;0.123666;0.149858;0.109141;0.018557;[0.10914131197661289, 0.14985757870415414, 0.11199924851967022];0.221713;0.233403;0.202237;0.013864;[0.20223713190911888, 0.23340327945997522, 0.22949989407593446];0.425168;0.449822;0.410651;0.017525;[0.41065088060976446, 0.4498218610899082, 0.4150304209914397];0.332151;0.356089;0.312463;0.018062;[0.31246324535579584, 0.35608867837845243, 0.3279024109492725];0.108822;0.123488;0.098024;0.010749;[0.09802435627819553, 0.10495342846263776, 0.12348759991669857]
2025-06-13T14:18:53.888667;0.320787;;;;;;;0.136756;0.165789;0.107389;0.023843;[0.10738936543477773, 0.16578859422343167, 0.13709082263668473];0.220774;0.240266;0.188782;0.022801;[0.18878204003421273, 0.2402656112397962, 0.23327327303744064];0.422427;0.461774;0.397591;0.02814;[0.39759084472399675, 0.4617743197850481, 0.40791547527698646];0.316384;0.33759;0.285711;0.022212;[0.28571069623086887, 0.33759005970521316, 0.3258513611936681];0.109045;0.113078;0.101768;0.005156;[0.11228900356127657, 0.1017677614964329, 0.11307849450092357]
2025-06-13T14:18:53.889313;0.321433;;;;;;;0.122088;0.148974;0.102849;0.019592;[0.10284869941439065, 0.14897436559048222, 0.11443950967597606];0.220019;0.235135;0.206347;0.011797;[0.20634721255845156, 0.23513453252111857, 0.21857444417466113];0.421469;0.459533;0.3862;0.030003;[0.3862000859622306, 0.4595326112037177, 0.4186729777344928];0.322647;0.332537;0.304359;0.012946;[0.3043589882741475, 0.33104472483504005, 0.3325371522581699];0.112561;0.116384;0.107043;0.003998;[0.11425761936519752, 0.11638408878046089, 0.10704276384096188]
2025-06-13T14:18:54.092176;0.524296;0.14366717956546465;14.366717956546465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:18:54.094069;0.526189;;;0.19076274584620256;19.076274584620258;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:18:54.145788;0.577908;;;;;;;0.114241;0.140723;0.098669;0.018822;[0.09866852486046887, 0.140722871901403, 0.10333096142096272];0.225806;0.255515;0.200965;0.022534;[0.20096494613881283, 0.25551486953591407, 0.22093905304164654];0.428749;0.437037;0.413876;0.01054;[0.4138755195273122, 0.4370365070508616, 0.43533509721380703];0.310117;0.346294;0.280194;0.027345;[0.2801939552686117, 0.34629380121114756, 0.3038623120347133];0.102774;0.110577;0.094725;0.006474;[0.10302065397200812, 0.11057724714105541, 0.0947252593739333]
2025-06-13T14:18:54.198300;0.63042;;;;;;;0.111832;0.143648;0.089455;0.023109;[0.08945493418530813, 0.14364807218414674, 0.10239157557685458];0.230991;0.266535;0.1981;0.028001;[0.19809976360168435, 0.2665347747541928, 0.22833994828551712];0.425626;0.46653;0.401285;0.029097;[0.4012846495705341, 0.4665299067580535, 0.4090630500295701];0.337201;0.362829;0.311923;0.020784;[0.3119231287805482, 0.36282938732597214, 0.3368513403574471];0.106279;0.107955;0.104721;0.001323;[0.10615943000526651, 0.10472085631418049, 0.10795547320945525]
2025-06-13T14:18:54.301775;0.733895;;;;;;;0.119383;0.15341;0.101487;0.024071;[0.10148722538852478, 0.1534102258317514, 0.10325267400912255];0.211198;0.23889;0.185063;0.022002;[0.1850631655124743, 0.23888990307042965, 0.20964086565736073];0.434743;0.451939;0.415486;0.014953;[0.4154856350780489, 0.45193939446536197, 0.4368038675148623];0.326643;0.355116;0.299732;0.022637;[0.29973246945514403, 0.35511621684985945, 0.3250809872195855];0.113197;0.134801;0.099636;0.015441;[0.10515446607046805, 0.13480091363275254, 0.09963639442494565]
2025-06-13T14:18:54.302458;0.734578;;;;;;;0.131891;0.16776;0.093848;0.030214;[0.0938480924664111, 0.1677600051400486, 0.13406449131512346];0.215996;0.259598;0.18188;0.032429;[0.18188031657278722, 0.25959807615783603, 0.2065104457315321];0.42961;0.44725;0.407358;0.016609;[0.40735779080458095, 0.4472496868724459, 0.4342237164537511];0.315056;0.344802;0.289534;0.02276;[0.2895338799389722, 0.3448020517424784, 0.31083062028745906];0.105687;0.114602;0.095978;0.007624;[0.09597840224363763, 0.11460232758312686, 0.1064816051184074]
2025-06-13T14:18:54.353943;0.786063;;;;;;;0.121924;0.137641;0.090533;0.022197;[0.09053309453738362, 0.13764120706724647, 0.13759871230207082];0.228054;0.254105;0.202815;0.020947;[0.2028150855297235, 0.25410521203625674, 0.2272430918917561];0.430552;0.454274;0.414731;0.017083;[0.4147309744948946, 0.45427441935843593, 0.42265097019679504];0.334746;0.369176;0.300775;0.027926;[0.3007752683013327, 0.3691758533765366, 0.33428552021822916];0.10436;0.126942;0.087522;0.016598;[0.08752219637684454, 0.12694171978913288, 0.09861500533613528]
2025-06-13T14:18:54.406105;0.838225;;;;;;;0.138018;0.163991;0.112935;0.020853;[0.11293459746807763, 0.16399103931350756, 0.1371269168210609];0.227495;0.239752;0.203196;0.017182;[0.20319617083691696, 0.23953595941212605, 0.23975160930675513];0.432333;0.463024;0.406387;0.023364;[0.40638654776060246, 0.46302446040456235, 0.4275894607492376];0.320353;0.352982;0.286611;0.027107;[0.28661079539036305, 0.35298184269195093, 0.3214663016404201];0.108206;0.123567;0.092842;0.012544;[0.09284174814825351, 0.10821015846850573, 0.12356696979534648]
2025-06-13T14:18:54.457915;0.890035;;;;;;;0.126105;0.169986;0.084427;0.034964;[0.08442720089908409, 0.16998592112639005, 0.12390200646493131];0.232656;0.267639;0.194187;0.030088;[0.19418734452743083, 0.26763915340004324, 0.23614068978486766];0.420091;0.447546;0.401196;0.019867;[0.4115315750404744, 0.44754582048317715, 0.4011956691631712];0.31671;0.331263;0.305705;0.010731;[0.3057046559313499, 0.33126296417662926, 0.31316327429699564];0.111776;0.13671;0.093148;0.018335;[0.10546797770535986, 0.13671046619242397, 0.09314847897154273]
2025-06-13T14:18:54.510051;0.942171;;;;;;;0.123224;0.138903;0.111963;0.011433;[0.11196347557787158, 0.13890312890674017, 0.11880452774679756];0.220269;0.245391;0.200351;0.018752;[0.20035057214494764, 0.24539109975770124, 0.215065415730102];0.427545;0.466713;0.405985;0.027743;[0.4059851513487201, 0.46671317244536153, 0.4099369621253239];0.320059;0.360746;0.289781;0.029891;[0.28978142899937065, 0.3607459332925373, 0.30965069981912896];0.100438;0.125497;0.080357;0.018762;[0.08035662351713238, 0.12549717456640552, 0.09545957720557394]
2025-06-13T14:18:54.561441;0.993561;;;;;;;0.118659;0.15352;0.09765;0.024823;[0.09764984516811126, 0.1535201728357231, 0.10480594511218427];0.219468;0.244256;0.204343;0.017669;[0.20980463625026355, 0.244256104007757, 0.20434253741040262];0.424139;0.438747;0.415959;0.010354;[0.4159589815764261, 0.438746941638215, 0.41771040107244034];0.326368;0.348562;0.299983;0.020052;[0.2999834753283568, 0.3485623345024953, 0.3305569671567932];0.101155;0.108055;0.094032;0.005727;[0.0940321515097777, 0.10137776577519397, 0.10805494972790967]
2025-06-13T14:18:54.665543;1.097663;;;;;;;0.124393;0.137252;0.111237;0.010623;[0.11123655735405605, 0.13725188505814234, 0.12469138720377576];0.228234;0.254781;0.195506;0.02459;[0.19550606911264495, 0.25478077601931953, 0.23441476438441186];0.427182;0.443239;0.402055;0.017995;[0.40205493166626566, 0.4432394782653321, 0.43625068646761417];0.318106;0.350328;0.296999;0.023146;[0.2969991054394897, 0.3503277033990984, 0.3069915823806179];0.115322;0.126033;0.096206;0.01355;[0.09620557929796301, 0.12603346857949457, 0.12372816016306872]
2025-06-13T14:18:54.718558;1.150678;;;;;;;0.127902;0.141301;0.105375;0.016024;[0.10537536345339471, 0.14130139504939704, 0.13702853174635019];0.226308;0.242356;0.199136;0.019318;[0.19913618127559352, 0.24235594245030354, 0.23743289727779388];0.428509;0.449263;0.415599;0.01482;[0.41559930119806704, 0.44926306875043415, 0.42066414767795673];0.330904;0.36838;0.301352;0.027932;[0.30135237228903017, 0.3683804767510953, 0.32297946996817606];0.115047;0.120644;0.110447;0.004222;[0.11405015280149641, 0.12064361286610277, 0.11044694390678622]
2025-06-13T14:18:54.871788;1.303908;;;;;;;0.118638;0.141893;0.098965;0.017707;[0.09896540431924504, 0.14189343612372546, 0.11505607528017808];0.228166;0.254015;0.207908;0.019233;[0.207908451284725, 0.2540145961345166, 0.2225748372816742];0.416362;0.431024;0.394576;0.015709;[0.394576403594362, 0.4310241120415253, 0.4234859572523222];0.319373;0.356969;0.300089;0.026587;[0.30106238802734964, 0.35696890520394975, 0.30008878784074716];0.10525;0.112028;0.094578;0.007637;[0.11202775915978422, 0.10914321628293899, 0.09457811284659844]
2025-06-13T14:18:54.923139;1.355259;;;;;;;0.122926;0.136144;0.101958;0.014994;[0.10195781828053867, 0.1361442225262638, 0.13067634527835764];0.236421;0.268884;0.202414;0.027158;[0.2024137748114351, 0.2688839507747873, 0.23796626444403648];0.415245;0.442535;0.394899;0.020058;[0.39489895899666, 0.44253454425116334, 0.4083001112151158];0.323484;0.366263;0.290333;0.031737;[0.2903333956128901, 0.3662627454323367, 0.3138557810114225];0.109093;0.123816;0.092748;0.012735;[0.11071508895903698, 0.12381574258205846, 0.0927477414756266]
2025-06-13T14:18:54.974374;1.406494;;;;;;;0.122717;0.147639;0.099332;0.019751;[0.09933228954310912, 0.1476394904581095, 0.12117960435919282];0.227723;0.256395;0.197832;0.023924;[0.19783209367783283, 0.25639481433118677, 0.22894249449765525];0.437363;0.467538;0.412933;0.02266;[0.41293298511208654, 0.4675378667318268, 0.4316169276391916];0.319717;0.35125;0.290154;0.024981;[0.29015411371963795, 0.3512499252173259, 0.31774788451818053];0.108806;0.118366;0.100377;0.007387;[0.1076764080734286, 0.10037718991491404, 0.11836584541283905]
2025-06-13T14:18:55.026565;1.458685;;;;;;;0.115531;0.160466;0.082418;0.032941;[0.08241792167584822, 0.16046632939462172, 0.10370928708326355];0.217923;0.23503;0.184111;0.023909;[0.1841111728001705, 0.23462685012957699, 0.2350300651643952];0.420706;0.440937;0.407867;0.014477;[0.4078673061776833, 0.4409369677390489, 0.4133146600908709];0.316723;0.354834;0.288925;0.027878;[0.2889246739713499, 0.3548337757284544, 0.30641063617363007];0.11674;0.129741;0.093886;0.016212;[0.0938860101450171, 0.1265937585389046, 0.1297414174877363]
2025-06-13T14:18:55.027496;1.459616;;;;;;;0.121966;0.149067;0.084788;0.027192;[0.08478757227834517, 0.1490666141047566, 0.13204417308331068];0.233361;0.266685;0.215961;0.023572;[0.2159612606146442, 0.26668526515445184, 0.21743637255728837];0.424106;0.440219;0.39671;0.019472;[0.3967101142818837, 0.4402188991492868, 0.43538893851762334];0.317189;0.35698;0.290422;0.028691;[0.29042189534064505, 0.35698008326564756, 0.30416442051688053];0.110727;0.128876;0.098518;0.013086;[0.09851788733677412, 0.10478740631115346, 0.12887573517548148]
2025-06-13T14:18:55.030000;1.46212;0.08996485124916975;8.996485124916976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:18:55.032133;1.464253;;;0.34594010949226295;34.594010949226295;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-06-13T14:18:55.135244;1.567364;;;;;;;0.124756;0.164039;0.081888;0.033634;[0.08188763871842762, 0.1640391178658142, 0.1283410745829059];0.230981;0.245785;0.209437;0.015586;[0.20943684983534097, 0.24578482283943134, 0.23772170935245124];0.416062;0.456426;0.382787;0.030478;[0.3827865500509809, 0.45642638689882553, 0.4089720284976379];0.33849;0.369386;0.319704;0.022016;[0.3197038765971834, 0.36938632162555424, 0.3263792227549058];0.11513;0.132218;0.093698;0.016023;[0.09369758193162761, 0.13221816380311568, 0.11947377236798067]
2025-06-13T14:18:55.186316;1.618436;;;;;;;0.117335;0.146949;0.082839;0.0264;[0.08283875245508811, 0.14694943007128475, 0.12221604540136172];0.22955;0.267935;0.184568;0.034353;[0.1845678195445127, 0.26793529389306325, 0.2361467248231174];0.41999;0.442669;0.39138;0.021354;[0.39138000577784776, 0.4426685392556582, 0.4259205206957891];0.331108;0.358404;0.300958;0.023539;[0.30095821964903474, 0.35840426802009573, 0.3339616461235429];0.113105;0.118085;0.105355;0.005554;[0.11587368510703913, 0.11808510409567581, 0.10535530336823139]
2025-06-13T14:18:55.237475;1.669595;;;;;;;0.119878;0.15653;0.08778;0.028251;[0.08777990377505723, 0.15653033454209983, 0.11532249741796687];0.225963;0.255057;0.20781;0.020782;[0.20780988670435044, 0.25505704340512647, 0.21502143972832496];0.42213;0.445931;0.406521;0.0171;[0.4065209644040801, 0.4459307785363095, 0.4139377066706237];0.328565;0.364627;0.299948;0.026925;[0.2999478124815668, 0.364627412844007, 0.3211186863805279];0.109933;0.117096;0.10301;0.005753;[0.10301019839473695, 0.10969387062659297, 0.11709562300195146]
2025-06-13T14:18:55.238027;1.670147;;;;;;;0.124917;0.136471;0.111734;0.010164;[0.11173362696490213, 0.13647066939595465, 0.12654580259215675];0.232848;0.251453;0.218607;0.01376;[0.21860735849414092, 0.25145260561106264, 0.22848370907721632];0.423482;0.4421;0.411537;0.01334;[0.41680971059864835, 0.44210002908331825, 0.4115370059150904];0.326686;0.364557;0.305765;0.026828;[0.3057645935270402, 0.3645568328493748, 0.3097372492638693];0.117045;0.133628;0.097484;0.014905;[0.0974840885202175, 0.13362810722141563, 0.12002138356002101]
2025-06-13T14:18:55.289268;1.721388;;;;;;;0.135187;0.161953;0.111074;0.020856;[0.11107375981473584, 0.16195253161179884, 0.1325340476072901];0.223144;0.256418;0.188404;0.027786;[0.1884040524065061, 0.2564176486736224, 0.22461040350978423];0.426949;0.447202;0.416533;0.014323;[0.41653280274580246, 0.44720167555067414, 0.41711185900037984];0.319544;0.339796;0.30656;0.014509;[0.31227627276734715, 0.33979648898383874, 0.30656002252969855];0.115436;0.13891;0.083053;0.023658;[0.0830528007351228, 0.1389104404668372, 0.12434486918692991]
